Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
8/2/2006 13:52,node 339,DISK,"failed speed test",REPLACE,
8/2/2006 13:53,node 339,DISK,"failed speed test",REPLACE,
8/2/2006 13:54,dtemp storage 26,HSV,"i/o error on hsv26 drive 7/5",REPLACE,
8/3/2006 10:45,node 1,DISK,"i/o error on drive sdb",REPLACE,
8/3/2006 10:47,node 242,DISK,"i/o error on drive sdd",REPLACE,
8/3/2006 10:48,node 47,DISK,"failed speed test",REPLACE,
8/3/2006 10:50,node 89,DISK,"failed speed test",REPLACE,
8/3/2006 10:51,node 92,DISK,"failed speed test",REPLACE,
8/3/2006 10:53,node 101,DISK,"failed speed test",REPLACE,
8/3/2006 10:54,node 101,DISK,"failed speed test",REPLACE,
8/3/2006 10:55,node 101,DISK,"failed speed test",REPLACE,
8/3/2006 10:57,node 101,DISK,"failed speed test",REPLACE,
8/3/2006 10:58,node 130,DISK,"failed speed test",REPLACE,
8/3/2006 10:59,node 158,DISK,"failed speed test",REPLACE,
8/3/2006 11:00,node 158,DISK,"failed speed test",REPLACE,
8/3/2006 11:02,node 201,DISK,"failed speed test ",REPLACE,
8/3/2006 11:06,node 214,DISK,"failed speed test",REPLACE,
8/3/2006 11:07,node 232,DISK,"failed speed test",REPLACE,
8/3/2006 11:08,node 294,DISK,"failed speed test",REPLACE,
8/3/2006 11:10,node 294,DISK,"failed speed test",REPLACE,
8/3/2006 11:11,node 294,DISK,"failed speed test",REPLACE,
8/3/2006 11:12,node 387,DISK,"failed speed test",REPLACE,
8/3/2006 11:13,node 387,DISK,"failed speed test",REPLACE,
8/3/2006 11:14,node 438,DISK,"failed speed test",REPLACE,
8/3/2006 11:15,node 450,DISK,"failed speed test",REPLACE,
8/3/2006 11:17,node 457,DISK,"failed speed test",REPLACE,
8/3/2006 11:18,node 526,DISK,"failed speed test",REPLACE,
8/3/2006 11:19,dtemp storage 18,HSV,"i/o error on hsv18 drive 5/5",REPLACE,
8/4/2006 14:08,node 245,DISK,"i/o error on drive sdc",REPLACE,
8/4/2006 14:10,node 245,DISK,"i/o error on drive sdf",REPLACE,
8/4/2006 14:11,node 730,DIMM,"cmc errors",DIAGNOSTICS,
8/4/2006 14:13,node 25,DISK,"failed speed test",REPLACE,
8/4/2006 14:14,node 46,DISK,"failed speed test",REPLACE,
8/4/2006 14:15,node 60,DISK,"failed speed test",REPLACE,
8/4/2006 14:17,node 86,DISK,"failed speed test",REPLACE,
8/4/2006 14:18,node 323,DISK,"failed speed test",REPLACE,
8/4/2006 14:19,node 323,DISK,"failed speed test",REPLACE,
8/4/2006 14:20,node 323,DISK,"failed speed test",REPLACE,
8/4/2006 14:22,node 442,DISK,"failed speed test",REPLACE,
8/4/2006 14:23,node 506,DISK,"failed speed test",REPLACE,
8/4/2006 14:24,dtemp storage 11,HSV,"failed hsv controller",REPLACE,
8/5/2006 14:25,node 136,DISK,"i/o error on drive sdg",REPLACE,
8/5/2006 14:27,node 164,DISK,"i/o error on drive sdg",REPLACE,
8/5/2006 14:28,node 187,DISK,"i/o error on drive sdi",REPLACE,
8/5/2006 14:29,node 212,DISK,"i/o error on drive sdf",REPLACE,
8/5/2006 14:30,node 419,DISK,"i/o error on drive sdi",REPLACE,
8/5/2006 14:31,node 904,DISK,"i/o error on drive sdb",REPLACE,
8/5/2006 14:32,dtemp storage 05,HSV,"controller A, hsv05 failed",REPLACE,
8/8/2006 14:47,node 31,SCSI_BP,"scsi errors on chA",REPLACE,
8/8/2006 14:50,node 52,PS,"will not power on",P_CYCLE,
8/8/2006 14:51,node 52,DISK,"failed speed test",REPLACE,
8/8/2006 14:52,node 55,PS,"will not power on ",P_CYCLE,
8/8/2006 14:53,node 357,DIMM,"cmc errors",DIAGNOSTICS,
8/8/2006 14:55,node 357,DISK,"failed speed test",REPLACE,
8/8/2006 14:56,node 357,DISK,"failed speed test",REPLACE,
8/8/2006 14:57,node 357,DISK,"failed speed test",REPLACE,
8/8/2006 14:58,ALL,DIMM,"cmc errors",DIAGNOSTICS,
8/8/2006 14:59,node 459,DISK,"i/o errors on drive sdf",REPLACE,
8/8/2006 15:00,node 597,DIMM,"cmc errors",DIAGNOSTICS,
8/11/2006 15:01,node 114,DISK,"i/o error on drive sdf",REPLACE,
8/11/2006 15:02,node 148,CPU,"cmc errors",DIAGNOSTICS,
8/11/2006 15:03,node 389,DISK,"i/o error on sdf",REPLACE,
8/11/2006 15:04,node 859,DIMM,"cmc errors",DIAGNOSTICS,
8/11/2006 15:06,dtemp storage 13,HSV,"i/o error on hsv13 drive 1/5",REPLACE,
8/11/2006 15:07,dtemp storage 23,HSV,"i/o error on hsv23 drive 10/11",REPLACE,
8/11/2006 15:09,dtemp storage 33,HSV,"i/o error on hsv33 drive 5/3",REPLACE,
8/15/2006 13:18,node 87,DISK,"failed speed test",REPLACE,
8/15/2006 13:19,node 244,DISK,"failed speed test",REPLACE,
8/15/2006 13:20,node 279,DISK,"i/o error on sde",REPLACE,
8/15/2006 13:21,node 307,DIMM,"cmc errors",DIAGNOSTICS,
8/15/2006 13:23,node 307,DISK,"failed speed test",REPLACE,
8/15/2006 13:24,node 307,DISK,"failed speed test",REPLACE,
8/15/2006 13:25,node 348,DIMM,"cmc errors",DIAGNOSTICS,
8/15/2006 13:26,node 418,DISK,"failed speed test",REPLACE,
8/15/2006 13:27,node 532,DISK,"i/o error on drive sdb",REPLACE,
8/15/2006 13:28,node 533,DISK,"i/o error on drive sde",REPLACE,
8/15/2006 13:29,node 654,DIMM,"cmc error",DIAGNOSTICS,
8/15/2006 13:30,node 909,DIMM,"cmc errors",DIAGNOSTICS,
8/15/2006 13:31,dtemp storage 11,HSV,"i/o error on hsv11 drive 9/9",REPLACE,
8/16/2006 13:35,node 11,DISK,"failed speed test ",REPLACE,
8/16/2006 13:36,node 11,DISK,"failed speed test",REPLACE,
8/16/2006 13:37,node 17,CABLE,"scsi errors on external chain B",REPLACE,
8/16/2006 13:39,node 20,DISK,"failed speed test",REPLACE,
8/16/2006 13:40,node 20,DISK,"failed speed test",REPLACE,
8/16/2006 13:42,node 70,DISK,"failed speed test",REPLACE,
8/16/2006 13:43,node 144,DISK,"failed speed test",REPLACE,
8/16/2006 13:45,node 161,DISK,"failed speed test",REPLACE,
8/16/2006 13:46,node 164,DISK,"i/o error on drive sdh",REPLACE,
8/16/2006 13:47,node 210,DISK,"failed speed test",REPLACE,
8/16/2006 13:48,node 361,DISK,"failed speed test",REPLACE,
8/16/2006 13:49,node 361,DISK,"failed speed test",REPLACE,
8/16/2006 13:50,node 365,DISK,"failed speed test",REPLACE,
8/16/2006 13:51,node 417,DISK,"failed speed test",REPLACE,
8/16/2006 13:52,node 421,DISK,"failed speed test ",REPLACE,
8/18/2006 13:54,node 0,DISK,"i/o error on drive sda",REPLACE,
8/18/2006 13:56,node 45,DISK,"failed speed test",REPLACE,
8/18/2006 13:57,node 265,DISK,"failed speed test",REPLACE,
8/18/2006 13:58,node 265,DISK,"failed speed test",REPLACE,
8/18/2006 14:00,node 270,DISK,"failed speed test",REPLACE,
8/18/2006 14:01,node 372,DISK,"failed speed test ",REPLACE,
8/18/2006 14:02,node 425,DISK,"failed speed test",REPLACE,
8/18/2006 14:04,node 427,DISK,"failed speed test ",REPLACE,
8/18/2006 14:05,node 427,DISK,"failed speed test",REPLACE,
8/18/2006 14:40,node 439,DISK,"failed speed test",REPLACE,
8/18/2006 14:42,node 461,DISK,"failed speed test",REPLACE,
8/18/2006 14:43,node 461,DISK,"failed speed test",REPLACE,
8/18/2006 14:44,node 463,DISK,"failed speed test",REPLACE,
8/18/2006 14:45,node 467,DISK,"failed speed test",REPLACE,
8/18/2006 14:46,node 748,DIMM,"cmc errors",DIAGNOSTICS,
8/21/2006 8:44,node 97,DIMM,"cmc errors",DIAGNOSTICS,
8/21/2006 8:46,node 109,DIMM,"cmc errors",DIAGNOSTICS,
8/21/2006 8:47,node 280,DISK,"i/o error on drive sde",REPLACE,
8/21/2006 8:48,node 433,DIMM,"cmc errors",DIAGNOSTICS,
8/21/2006 8:49,node 675,DIMM,"cmc errors",DIAGNOSTICS,
8/22/2006 8:50,node 161,DIMM,"cmc errors",REPLACE,
8/22/2006 8:52,node 865,CPU,"cmc errors",REPLACE,
8/23/2006 8:53,home storage 6,HSV,"scsi errors",REPLACE,
8/23/2006 8:55,dtemp storage 04,HSV,"scsi errors",REPLACE,
8/23/2006 8:57,dtemp storage 16,HSV,"scsi errors",REPLACE,
8/23/2006 8:58,dtemp storage 20,HSV,"scsi errors",REPLACE,
8/24/2006 9:00,node 610,CPU,"cmc errors",DIAGNOSTICS,
8/25/2006 9:01,node 547,DISK,"i/o errors on drive sdi",REPLACE,
8/29/2006 13:33,node 41,DISK,"i/o error on drive sdf",REPLACE,
8/29/2006 13:34,node 78,DISK,"i/o error on drive sdf",REPLACE,
8/29/2006 13:38,node 186,DISK,"i/o error on drive sdf",REPLACE,
8/29/2006 13:39,node 326,DISK,"i/o error on drive sdb",REPLACE,
8/29/2006 13:41,node 341,DISK,"i/o error on drive sda",REPLACE,
8/29/2006 13:42,cyclade server 74,CNTLR,"no response",REPLACE,
8/30/2006 13:46,node 74,DISK,"failed speed test",REPLACE,
8/30/2006 13:47,node 266,DISK,"failed speed test",REPLACE,
8/30/2006 13:48,node 266,DISK,"failed speed test",REPLACE,
8/30/2006 13:50,node 266,DISK,"failed speed test",REPLACE,
8/30/2006 13:51,node 306,DISK,"failed speed test",REPLACE,
8/30/2006 13:52,node 318,DISK,"failed speed test",REPLACE,
8/30/2006 13:54,node 342,DISK,"failed speed test",REPLACE,
8/30/2006 13:55,node 366,DISK,"failed speed test",REPLACE,
8/30/2006 13:56,node 370,DISK,"failed speed test",REPLACE,
8/30/2006 13:57,node 378,DISK,"failed speed test",REPLACE,
8/30/2006 13:59,node 405,DISK,"failed speed test",REPLACE,
8/30/2006 14:00,node 475,DISK,"failed speed test",REPLACE,
8/30/2006 14:01,node 547,SCSI_BP,"scsi errors on internal chain B",REPLACE,
8/31/2006 14:11,node 266,OS,"reimage, incorrect image installed previously",UPDATE_SW,
8/31/2006 14:14,node 282,DISK,"failed speed test",REPLACE,
8/31/2006 14:15,node 282,DISK,"failed speed test",REPLACE,
8/31/2006 14:16,node 325,DISK,"failed speed test",REPLACE,
8/31/2006 14:18,node 278,DISK,"failed speed test",REPLACE,
8/31/2006 14:19,node 332,DISK,"failed speed test",REPLACE,
8/31/2006 14:20,node 451,DISK,"failed speed test",REPLACE,
8/31/2006 14:22,node 524,DIMM,"cmc errors",DIAGNOSTICS,
8/31/2006 14:23,node 557,DISK,"failed speed test",REPLACE,
8/31/2006 14:24,dtemp storage 02,HSV,"i/o error on hsv02 drive 7/4",REPLACE,
9/5/2006 14:49,node 325,CPU,"cmc error",DIAGNOSTICS,
9/5/2006 14:51,node 404,DIMM,"cmc errors",DIAGNOSTICS,
9/5/2006 14:52,node 455,OS,"system hung",DIAGNOSTICS,
9/5/2006 14:53,node 544,HSV,"quadrics led red",RESEAT,
9/6/2006 14:57,node 548,DISK,"failed speed",REPLACE,
9/8/2006 15:16,node 130,OS,"XFS error",DIAGNOSTICS,
9/8/2006 15:17,node 131,OS,"XFS errors",DIAGNOSTICS,
9/8/2006 15:18,node 173,DISK,"i/o error on drive sde",REPLACE,
9/8/2006 15:19,node 231,OS,"cleanup time limit exceeded",DIAGNOSTICS,
9/8/2006 15:20,node 254,DISK,"i/o error on drive sde",REPLACE,
9/8/2006 15:22,node 266,DISK,"i/o error on drive sdi",REPLACE,
9/8/2006 15:23,node 292,DIMM,"cmc error",REPLACE,
9/8/2006 15:24,node 295,DIMM,"cmc errors",DIAGNOSTICS,
9/8/2006 15:25,node 366,DISK,"i/o error on drive sdi",REPLACE,
9/8/2006 15:26,node 413,OS,"XFS error",DIAGNOSTICS,
9/8/2006 15:27,node 558,DISK,"failed speed test",REPLACE,
9/8/2006 15:28,node 559,DISK,"failed speed test",REPLACE,
9/8/2006 15:30,node 607,CPU,"mca error",REPLACE,
9/8/2006 15:31,node 757,CPU,"cmc error",REPLACE,
9/8/2006 15:32,dtemp storage 04,HSV,"i/o error on hsv04 drive 19/2",REPLACE,
9/8/2006 15:33,dtemp storage 05,HSV,"controller error",REPLACE,
9/8/2006 15:35,dtemp storage 12,HSV,"i/o error on hsv12 drive 6/4",REPLACE,
9/8/2006 15:37,dtemp storage 21,HSV,"i/o error on hsv21 drive 3/4",REPLACE,
9/8/2006 15:38,home storage 6,HSV,"controller error",REPLACE,
9/8/2006 15:40,quadrics switch 0T03,ELAN4,"port errors on QR0T03 blade 3",REPLACE,
9/9/2006 15:54,node 55,PS,"wont boot",RESET,
9/9/2006 15:56,node 156,DISK,"i/o error on drive sde",REPLACE,
9/9/2006 15:57,node 156,DISK,"failed speed test",REPLACE,
9/9/2006 15:58,node 176,DISK,"i/o error on drive sdb",REPLACE,
9/9/2006 15:59,node 196,DISK,"i/o error on drive sdf",REPLACE,
9/9/2006 16:01,node 268,DISK,"failed speed test",REPLACE,
9/9/2006 16:02,node 446,DISK,"failed speed test",REPLACE,
9/9/2006 16:05,node 446,DISK,"failed speed test",REPLACE,
9/9/2006 16:06,node 446,DISK,"failed speed test",REPLACE,
9/9/2006 16:08,node 506,DISK,"failed speed test",REPLACE,
9/9/2006 16:09,node 506,DISK,"failed speed test",REPLACE,
9/9/2006 16:10,node 506,DISK,"failed speed test",REPLACE,
9/9/2006 16:11,node 506,DISK,"failed speed test",REPLACE,
9/9/2006 16:12,node 565,DISK,"failed speed test",REPLACE,
9/9/2006 16:13,node 565,DISK,"failed speed test",REPLACE,
9/9/2006 16:15,node 897,CPU,"MCA error",REPLACE,
9/11/2006 16:18,node 144,DIMM,"cmc errors",DIAGNOSTICS,
9/11/2006 16:19,node 832,DISK,"i/o error on drive sdb",REPLACE,
9/11/2006 16:20,node 927,DISK,"i/o error on drive sdb",REPLACE,
9/12/2006 16:21,node 147,DISK,"i/o error on drive sdf",REPLACE,
9/12/2006 16:23,node 723,DIMM,"cmc errors",DIAGNOSTICS,
9/13/2006 16:24,node 876,DIMM,"cmc errors",REPLACE,
9/13/2006 14:08,node 876,DIMM,"CMC err on system",REPLACE,
9/13/2006 14:10,node 556,PLATFORM,"MCA err on node m556",REPLACE,
9/13/2006 14:21,node 478,DISK,"failed speed test",REPLACE,
9/13/2006 14:23,node 478,DIMM,"CMC err on node m478",DIAGNOSTICS,
9/13/2006 14:25,node 357,DIMM,"CMC err on node m357",DIAGNOSTICS,
9/13/2006 14:26,node 112,DISK,"I/O err on node m112",REPLACE,
9/13/2006 14:27,dtemp storage 15,DISK,"Disk failure on hsv15",REPLACE,
9/13/2006 14:28,node 334,DIMM,"CMC err on node m334",REPLACE,
9/13/2006 14:29,node 484,DISK,"I/O err on m484",REPLACE,
9/13/2006 14:30,node 547,SCSI_BP,"I/O err on node m547",REPLACE,
9/15/2006 14:40,node 556,DIMM,"CMC err on node m556",DIAGNOSTICS,
9/18/2006 14:41,node 176,DISK,"I/O err on node m176",REPLACE,
9/18/2006 14:42,node 207,DISK,"I/O err on node m207",REPLACE,
9/18/2006 14:43,node 245,DIMM,"CMC err on node m245",DIAGNOSTICS,
9/18/2006 14:44,node 566,DISK,"I/O err on node m566",REPLACE,
9/18/2006 14:44,node 750,DIMM,"CMC err on node m750",DIAGNOSTICS,
9/18/2006 14:45,node 453,OS,"System cleanup timelimit exceeded.  ",REBOOT,
9/18/2006 14:47,node 547,PLATFORM,"I/O err on m547",REPLACE,
9/18/2006 14:48,dtemp storage 13,HSV,"Drive failure on hsv13",REPLACE,
9/20/2006 16:53,node 225,UNKNOWN,"System configured out of cluster",REBOOT,
9/20/2006 16:54,node 255,DISK,"I/O err on node m255",REPLACE,
9/20/2006 16:55,node 261,DIMM,"CMC errs on node m261",DIAGNOSTICS,
9/20/2006 16:56,node 491,OS,"XFS err on node m491",UPDATE_SW,
9/20/2006 16:57,node 876,DIMM,"CMC err on node m876",DIAGNOSTICS,
9/21/2006 14:32,node 358,DISK,"I/O err on node m358",REPLACE,
9/22/2006 21:25,node 13,CPU,"CMC err on node m13",DIAGNOSTICS,
9/22/2006 21:26,node 144,DIMM,"CMC err on node m144",DIAGNOSTICS,
9/22/2006 21:26,node 288,DIMM,"CMC err on node m288",DIAGNOSTICS,
9/22/2006 21:27,node 358,DISK,"failed speed test",REPLACE,
9/22/2006 21:27,node 445,DISK,"I/O err on node m445",REPLACE,
9/22/2006 21:28,node 574,DIMM,"CMC err on node m574",DIAGNOSTICS,
9/22/2006 21:29,node 159,OS,"node configured out because of error ",OS DOWN,
9/25/2006 17:35,node 59,DIMM,"CMC err on node m59",DIAGNOSTICS,
9/25/2006 17:36,node 418,DISK,"I/O err on node m418",REPLACE,
9/25/2006 17:36,node 547,DIMM,"CMC errs on node m547",DIAGNOSTICS,
9/25/2006 17:37,node 823,DIMM,"CMC err on node m823",DIAGNOSTICS,
9/25/2006 17:38,node 897,PLATFORM,"Led err on node m897",DIAGNOSTICS,
9/25/2006 17:39,node 184,PLATFORM,"LED err on node m184",REPLACE,
9/25/2006 17:41,node 498,DIMM,"CMC err on node m498",DIAGNOSTICS,
9/25/2006 17:41,node 524,PLATFORM,"LED err on node m524",REBOOT,
9/25/2006 17:42,node 876,PLATFORM,"CMC err on node m876",REPLACE,
9/26/2006 19:16,node 46,CNTLR,"I/O err on node m46",REPLACE,
9/26/2006 19:18,node 54,DISK,"I/O err on node m54",REPLACE,
9/26/2006 19:19,node 159,DISK,"failed speed test",REPLACE,
9/26/2006 19:20,node 266,DISK,"I/O err on node m266",REPLACE,
9/26/2006 19:21,node 524,DISK,"I/O err on node m524",REPLACE,
9/26/2006 19:21,dtemp storage 17,HSV,"Disk failure on Hsv17",REPLACE,
9/26/2006 19:23,node 524,DISK,"failed speed test",REPLACE,
9/26/2006 19:24,node 851,PLATFORM,"MCA err on node",DIAGNOSTICS,
9/27/2006 17:22,node 621,DIMM,"CMC err on node m621",DIAGNOSTICS,
9/27/2006 17:23,node 268,DISK,"I/O err on node m268",REPLACE,
9/27/2006 17:26,node 433,DISK,"I/O err on node m433",REPLACE,
9/27/2006 17:28,node 541,DISK,"I/O err on node m541",REPLACE,
9/28/2006 18:01,node 235,DISK,"I/O err on node m235",REPLACE,
9/28/2006 18:02,node 667,DIMM,"CMC err on node m667",REPLACE,
9/28/2006 18:03,node 433,DISK,"I/O err on node m433",REPLACE,
9/29/2006 19:40,node 73,DISK,"I/O err on node m73",REPLACE,
9/29/2006 19:41,node 100,DIMM,"CMC err on node m100",DIAGNOSTICS,
9/29/2006 19:42,node 472,DIMM,"CMC err on node m472",DIAGNOSTICS,
9/29/2006 19:43,node 184,DISK,"failed speed test",REPLACE,
9/30/2006 12:10,node 851,CPU,"MCA err on node m851",REPLACE,
9/30/2006 12:12,node 26,DISK,"I/O err on node m26",REPLACE,
9/30/2006 12:12,node 348,DISK,"I/O err on node m348",REPLACE,
10/2/2006 17:38,node 144,DISK,"I/O err on node m144",REPLACE,
10/2/2006 17:39,node 173,DISK,"I/O err on node m173",REPLACE,
10/2/2006 17:39,node 173,DISK,"failed speed test",REPLACE,
10/2/2006 17:40,node 295,CNTLR,"I/O err on node m295",REPLACE,
10/2/2006 17:41,node 407,DISK,"I/O err on node m407",REPLACE,
10/2/2006 17:41,node 785,CPU,"LED err on node m785",REPLACE,
10/2/2006 17:42,dtemp storage 04,HSV,"failed disk on dg2 on hsv4 ",REPLACE,
10/2/2006 17:43,node 926,PLATFORM,"tried new memory in slot 3B multiple times, still fails diags, need to replace system board",REPLACE,
10/2/2006 17:44,dtemp storage 22,HSV,"disk failure on hsv22",REPLACE,
10/3/2006 19:13,node 131,DISK,"I/O err on node m131",REPLACE,
10/3/2006 19:13,node 233,DIMM,"CMC err on node m233",DIAGNOSTICS,
10/3/2006 19:14,node 580,MISC,"Node can't see gig-e network",REPLACE,
10/3/2006 19:15,node 602,DIMM,"CMC err on node m602",DIAGNOSTICS,
10/3/2006 19:15,node 684,PLATFORM,"Node has an MCA after memory upgrade",DIAGNOSTICS,
10/3/2006 19:17,node 704,ELAN4,"Node can't determine position on elan network",REPLACE,
10/3/2006 19:18,node 802,PLATFORM,"tried new memory in slot 1B multiple times, still fails diags, need to replace system board",REPLACE,
10/5/2006 16:51,node 589,CPU,"LED err on node m589",REPLACE,
10/5/2006 16:54,node 820,DIMM,"Memory err on node m820",REPLACE,
10/5/2006 17:16,node 882,DIMM,"memory err on node m882",REPLACE,
10/5/2006 17:44,node 207,DIMM,"CMC err on node m207",DIAGNOSTICS,
10/5/2006 17:44,node 532,DIMM,"CMC err on node m532",DIAGNOSTICS,
10/5/2006 17:45,node 932,DIMM,"CMC err on node m932",REPLACE,
10/5/2006 17:45,node 861,DIMM,"MCA err on node m861",REPLACE,
10/5/2006 17:46,node 876,PLATFORM,"no lan on m876",RESEAT,
10/5/2006 17:51,node 502,DIMM,"CMC err on node m502",DIAGNOSTICS,
10/5/2006 17:52,node 630,DIMM,"memory err on node on boot",REPLACE,
10/5/2006 17:53,node 634,PLATFORM,"memory err on node on boot",REPLACE,
10/5/2006 17:54,node 651,APPL,"No dtemp on node",REBOOT,
10/5/2006 17:54,node 621,DIMM,"CMC err on node m621",DIAGNOSTICS,
10/5/2006 17:55,node 651,APPL,"node boots very slow, doesn't load lsf on boot and displays network problems",RESEAT,
10/5/2006 17:56,node 933,CABLE,"I/O err on node m933",REPLACE,
10/6/2006 16:31,node 933,DISK,"failed speed test",REPLACE,
10/6/2006 16:31,node 933,DISK,"failed speed test",REPLACE,
10/6/2006 16:32,node 933,DISK,"I/O err on node m933",REPLACE,
10/6/2006 16:33,dtemp storage 12,HSV,"disk failure on hsv12",REPLACE,
10/6/2006 16:34,dtemp storage 33,HSV,"disk failure on hsv33",REPLACE,
10/6/2006 16:34,node 477,APPL,"node lost dtemp",REBOOT,
10/6/2006 16:35,node 754,DIMM,"CMC err on node m754",DIAGNOSTICS,
10/6/2006 16:36,dtemp storage 25,HSV,"failed disk on hsv25",REPLACE,
10/9/2006 19:05,node 55,DISK,"I/O err on onde m55",REPLACE,
10/9/2006 19:06,node 572,OS,"cleanup timelimit exceeded",DIAGNOSTICS,
10/9/2006 19:07,node 771,OS,"cleanup timelimit exceeded",REBOOT,
10/9/2006 19:07,node 415,DISK,"I/O err on node m415",REPLACE,
10/9/2006 19:08,node 565,DIMM,"CMC err on node m565",REPLACE,
10/9/2006 19:08,node 704,ELAN4,"node having problems running nwchem",REPLACE,
10/9/2006 19:09,node 251,CPU,"CMC err on node m251",REPLACE,
10/9/2006 19:10,node 294,CABLE,"I/O err on node m294",REPLACE,
10/9/2006 19:11,node 295,DISK,"I/O err on node m295",REPLACE,
10/10/2006 18:09,node 391,DIMM,"memory error on m391 on boot",REPLACE,
10/10/2006 18:10,node 669,DIMM,"CMC err on node m669",DIAGNOSTICS,
10/10/2006 18:10,node 230,DIMM,"CMC err on node m230",DIAGNOSTICS,
10/10/2006 18:11,node 245,DISK,"I/O err on node m245",REPLACE,
10/10/2006 18:12,node 372,DISK,"I/O err on node m372",REPLACE,
10/10/2006 18:13,node 415,DISK,"failed speed test",MISC,
10/10/2006 18:14,node 621,DIMM,"cmc err on node m621",DIAGNOSTICS,
10/10/2006 18:15,node 675,DIMM,"CMC err on node m675",DIAGNOSTICS,
10/10/2006 18:17,dtemp storage 15,HSV,"disk failure",REPLACE,
10/10/2006 18:18,node 251,DISK,"failed speed test",MISC,
10/10/2006 18:19,node 294,DISK,"failed speed test",MISC,
10/10/2006 18:20,node 295,DISK,"speed test failure",MISC,
10/12/2006 16:49,node 64,DIMM,"memory err on boot",REPLACE,
10/12/2006 16:49,node 216,DISK,"I/O err on node m216",REPLACE,
10/12/2006 16:50,node 307,DIMM,"memory error on m307 on boot",REPLACE,
10/12/2006 16:50,node 312,DIMM,"memory err on boot",REPLACE,
10/12/2006 16:51,node 422,DIMM,"CMC err",REPLACE,
10/12/2006 16:52,node 494,DIMM,"memory error on boot",REPLACE,
10/12/2006 16:52,node 495,DIMM,"memory error on boot",REPLACE,
10/12/2006 16:53,node 507,CPU,"LED error on node",REPLACE,
10/12/2006 16:53,node 541,CABLE,"I/O error",REPLACE,
10/12/2006 16:54,node 547,DIMM,"memory error on boot",REPLACE,
10/12/2006 16:54,node 552,DIMM,"memory error on boot",REPLACE,
10/12/2006 16:55,node 565,DIMM,"CMC error",DIAGNOSTICS,
10/12/2006 16:56,node 332,DIMM,"CMC err on node",DIAGNOSTICS,
10/12/2006 17:01,node 232,DIMM,"CMC errors on node",DIAGNOSTICS,
10/12/2006 17:01,node 293,DIMM,"CMC error on node",DIAGNOSTICS,
10/12/2006 17:02,node 621,DIMM,"CMC error on node",DIAGNOSTICS,
10/12/2006 17:03,dtemp storage 14,HSV,"disk failure on hsv14",REPLACE,
10/12/2006 17:03,node 99,DIMM,"CMC errors on node",DIAGNOSTICS,
10/12/2006 17:04,node 175,PLATFORM,"CMC errors on node",REPLACE,
10/12/2006 17:04,node 499,CNTLR,"I/O error on node",REPLACE,
10/13/2006 20:06,node 526,DIMM,"Memory err on node on boot",REPLACE,
10/13/2006 20:06,node 543,DISK,"I/O err on node m543",REPLACE,
10/13/2006 20:07,node 800,DIMM,"CMC err on node m800",REPLACE,
10/13/2006 20:08,node 969,CPU,"LED err on node m969",REPLACE,
10/13/2006 20:09,node 963,CABLE,"broken fiber channel cable on m963",REPLACE,
10/13/2006 20:10,node 969,CABLE,"broken fiber cable on m969",REPLACE,
10/16/2006 20:12,node 24,DISK,"I/O err on node m24",REPLACE,
10/16/2006 20:13,node 103,DISK,"I/O err on node m103",REPLACE,
10/16/2006 20:14,node 157,OS,"node configured out of cluster due to error - cleanup timelimit exceeded",INSTALL,
10/16/2006 20:15,node 556,DIMM,"CMC errors on node m556",DIAGNOSTICS,
10/16/2006 20:16,node 564,DIMM,"CMC err on node m564",DIAGNOSTICS,
10/16/2006 20:16,node 679,DIMM,"CMC errors on node m679",REPLACE,
10/16/2006 20:17,node 500,DISK,"I/O err on node m500",REPLACE,
10/16/2006 20:17,node 544,CABLE,"I/O err on node m544",REPLACE,
10/16/2006 20:18,node 769,CPU,"CMC err on node m769",REPLACE,
10/16/2006 20:18,node 800,DIMM,"CMC errs on node m800",DIAGNOSTICS,
10/17/2006 16:44,node 99,DIMM,"CMC err on node m99",DIAGNOSTICS,
10/17/2006 16:44,dtemp storage 04,HSV,"disk failure",REPLACE,
10/17/2006 16:45,node 233,OS,"Weird oops on node",DIAGNOSTICS,
10/17/2006 16:45,node 302,DISK,"I/O err on node m302",REPLACE,
10/17/2006 16:46,node 717,DIMM,"CMC err on node m717",REPLACE,
10/18/2006 16:30,node 223,DIMM,"CMC err on node m223",DIAGNOSTICS,
10/18/2006 16:30,node 447,DIMM,"CMC errs on a node leading to a MCA err",REPLACE,
